"description","from_road","to_road","length_in_meters","delay_in_seconds","Year","Month (number)","Day of month","Hour","Minute","rua_name","dupl_from","dupl_to"
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,693,2018,12,3,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,438,354,2018,12,3,10,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,137,2018,12,3,10,0,Avenida da Liberdade,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),219,207,2018,12,3,11,0,Avenida da Liberdade,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,152,2018,12,3,15,0,Avenida Central,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,181,2018,12,3,17,0,Avenida da Liberdade,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,266,150,2018,12,3,18,0,Rua Costa Gomes,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,187,2018,12,3,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,216,183,2018,12,3,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,266,179,2018,12,3,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),425,265,2018,12,3,19,0,Avenida Central,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),315,274,2018,12,3,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,309,2018,12,3,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,302,2018,12,3,19,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,234,2018,12,3,20,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),426,199,2018,12,4,9,0,Avenida Central,0,0
stationary traffic,Rua Bernardo Sequeira / Rua Cândido de Oliveira,Avenida da Liberdade,205,149,2018,12,4,9,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),252,155,2018,12,4,12,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),251,225,2018,12,4,15,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),291,128,2018,12,4,16,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,197,2018,12,4,17,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),488,241,2018,12,4,18,0,Avenida Central,0,0
stationary traffic,Avenida Central,N103 (N101),534,458,2018,12,4,19,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,245,2018,12,4,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,370,246,2018,12,4,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,274,2018,12,4,20,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,272,2018,12,5,9,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,149,2018,12,5,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,371,226,2018,12,5,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,160,2018,12,5,15,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,155,2018,12,5,16,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,205,2018,12,5,17,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,416,2018,12,5,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,259,2018,12,5,18,0,Avenida Central,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,517,334,2018,12,5,19,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,427,2018,12,6,9,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,265,2018,12,6,9,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),219,183,2018,12,6,10,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,196,2018,12,6,11,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,228,174,2018,12,6,14,0,Rua Nova de Santa Cruz,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,137,2018,12,6,15,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,166,2018,12,6,17,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),434,374,2018,12,6,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,376,233,2018,12,6,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida António Macedo,Avenida da Liberdade,264,172,2018,12,6,19,0,Avenida da Liberdade,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,430,169,2018,12,6,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,289,2018,12,6,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,381,463,2018,12,6,19,0,Avenida João Paulo II,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,264,234,2018,12,6,22,0,Avenida João Paulo II,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,217,2018,12,7,9,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,171,2018,12,7,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,440,412,2018,12,7,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,202,2018,12,7,13,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),263,132,2018,12,7,16,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,327,2018,12,7,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),615,253,2018,12,7,17,0,Avenida Central,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,586,319,2018,12,7,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,212,2018,12,7,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,224,208,2018,12,7,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,381,231,2018,12,7,18,0,Avenida João Paulo II,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,263,245,2018,12,7,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Praça Conselheiro Torres Almeida / Rua dos Biscaínhos,Avenida Central,446,269,2018,12,7,19,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),304,189,2018,12,7,19,0,Avenida da Liberdade,0,0
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,176,187,2018,12,7,19,0,Avenida João Paulo II,0,0
stationary traffic,Rua Álvaro,Rua Nova de Santa Cruz,205,189,2018,12,7,19,0,Rua Nova de Santa Cruz,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,498,183,2018,12,7,19,0,Rua Costa Gomes,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),522,195,2018,12,7,20,0,Avenida Central,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),317,178,2018,12,7,20,0,Avenida da Liberdade,0,0
stationary traffic,Rua Lusíadas / Rua dos Peões,Avenida João Paulo II,602,463,2018,12,7,20,0,Avenida João Paulo II,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,312,2018,12,7,20,0,Rua Nova de Santa Cruz,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,146,2018,12,8,11,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),322,373,2018,12,8,12,0,Avenida Central,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,506,311,2018,12,8,13,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,130,2018,12,8,15,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,189,2018,12,8,16,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,264,143,2018,12,8,16,0,Avenida João Paulo II,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,191,2018,12,8,16,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,322,202,2018,12,8,17,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Dom João II,205,168,2018,12,8,18,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Padre Júlio Fragata,São Vítor,557,138,2018,12,8,22,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),349,422,2018,12,9,16,0,Avenida da Liberdade,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,381,434,2018,12,9,16,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),398,293,2018,12,9,18,0,Avenida Central,0,0
stationary traffic,Avenida Central,Rua Do Raio Penha (N101),381,135,2018,12,9,19,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),345,197,2018,12,10,9,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,163,2018,12,10,14,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),244,191,2018,12,10,17,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,322,2018,12,10,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),230,138,2018,12,10,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,329,252,2018,12,10,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),366,203,2018,12,10,19,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),316,210,2018,12,11,9,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,259,2018,12,11,10,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,190,2018,12,11,16,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),313,326,2018,12,11,18,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,N101 (Rua De Santa Margarida),615,144,2018,12,11,18,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,330,270,2018,12,11,18,0,Rua Nova de Santa Cruz,0,0
stationary traffic,São Vicente,Avenida Padre Júlio Fragata,619,255,2018,12,11,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),291,251,2018,12,11,19,0,Avenida Central,0,0
stationary traffic,N14,Avenida da Liberdade,205,182,2018,12,11,22,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),426,130,2018,12,12,9,0,Avenida Central,0,0
slow traffic,Caminho de Lamas,Avenida Padre Júlio Fragata,674,82,2018,12,12,9,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,156,2018,12,12,9,0,Avenida da Liberdade,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,422,412,2018,12,12,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),316,226,2019,1,15,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,281,2019,1,15,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,346,168,2019,1,16,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,166,2019,1,16,17,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,211,2019,1,16,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,210,2019,1,16,18,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,N103 (N101),565,288,2019,1,16,19,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida 31 de Janeiro / Rua Doutor Francisco Duarte,352,138,2019,1,17,9,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,125,2019,1,17,15,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,164,2019,1,17,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),398,406,2019,1,17,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,239,2019,1,17,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,186,2019,1,17,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),480,252,2019,1,17,19,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,201,2019,1,17,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,216,2019,1,17,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,269,2019,1,18,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,296,2019,1,18,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,190,2019,1,18,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,285,331,2019,1,18,20,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),342,241,2019,1,19,12,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,241,2019,1,19,12,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),372,234,2019,1,19,13,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,366,190,2019,1,21,9,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),264,148,2019,1,21,16,0,Avenida Central,0,0
slow traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,498,140,2019,1,21,17,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,241,2019,1,21,18,0,Avenida Central,0,0
stationary traffic,Avenida Central,N103 (N101),487,296,2019,1,21,19,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,204,2019,1,21,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,174,2019,1,22,11,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,264,166,2019,1,22,15,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),270,209,2019,1,22,16,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,334,174,2019,1,22,17,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),395,234,2019,1,22,18,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),250,157,2019,1,22,18,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,376,430,2019,1,22,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,642,226,2019,1,22,19,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),581,357,2019,1,22,19,0,Avenida Central,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,197,2019,1,22,19,0,Avenida da Liberdade,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,440,629,2019,1,22,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),290,233,2019,1,22,20,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,134,2019,1,23,9,0,Avenida Central,0,0
stationary traffic,Avenida da Liberdade,Avenida da Imaculada Conceição (N309) / Avenida João XXI (N309),205,132,2019,1,23,14,0,Avenida da Liberdade,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,362,286,2019,1,23,15,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,322,174,2019,1,23,15,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,201,2019,1,23,17,0,Avenida da Liberdade,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,308,285,2019,1,23,17,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,180,2019,1,23,18,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),461,331,2019,1,23,18,0,Avenida Central,0,0
stationary traffic,Rua de Tourido / Rua da Nossa Senhora das Graças,Rua Costa Gomes,322,150,2019,1,23,19,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),466,472,2019,1,23,19,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),205,174,2019,1,24,9,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,200,2019,1,24,10,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),324,137,2019,1,24,16,0,Avenida Central,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),422,229,2019,1,24,18,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,370,178,2019,1,24,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),482,249,2019,1,24,19,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,264,143,2019,1,24,19,0,Avenida João Paulo II,0,0
stationary traffic,Avenida João Paulo II,Avenida Padre Júlio Fragata,264,124,2019,1,24,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,291,180,2019,1,25,9,0,Rua Nova de Santa Cruz,0,0
slow traffic,Avenida Central,Rua Do Conselheiro Bento Miguel (N101),330,125,2019,1,25,16,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,299,2019,1,25,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),303,209,2019,1,25,18,0,Avenida Central,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,615,256,2019,1,25,18,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,N103 (N101),539,270,2019,1,25,19,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,304,268,2019,1,25,19,0,Avenida da Liberdade,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),305,202,2019,1,26,12,0,Avenida Central,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,269,150,2019,1,26,18,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),238,151,2019,1,26,19,0,Avenida Central,0,0
stationary traffic,Rua Costa Gomes,Rua Dos Caires (N201),923,321,2019,1,26,23,0,Rua Costa Gomes,0,0
stationary traffic,Estrada da Variante de Real,Rua Costa Gomes,264,210,2019,1,27,0,0,Rua Costa Gomes,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),238,174,2019,1,27,16,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),290,145,2019,1,27,17,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,230,130,2019,1,28,9,0,Avenida João Paulo II,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,264,167,2019,1,28,10,0,Avenida da Liberdade,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,374,233,2019,1,28,13,0,Rua Costa Gomes,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,248,220,2019,1,28,14,0,Rua Costa Gomes,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,226,171,2019,1,28,15,0,Rua Costa Gomes,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,424,474,2019,1,28,17,0,Avenida Central,0,0
stationary traffic,M564 (N205-4),Rua Costa Gomes,440,120,2019,1,28,18,0,Rua Costa Gomes,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,150,2019,1,28,18,0,Avenida da Liberdade,0,0
stationary traffic,N101 (Rua De Santa Margarida),Avenida Central,478,227,2019,1,28,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,248,146,2019,1,28,19,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),434,300,2019,1,29,9,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,251,140,2019,1,29,15,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Rua de Dom Pedro V,205,126,2019,1,29,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),386,360,2019,1,29,19,0,Avenida Central,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,254,2019,1,30,9,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),270,135,2019,1,30,16,0,Avenida Central,0,0
queuing traffic,Avenida da Liberdade,Avenida 31 de Janeiro / Rua Beato Miguel de Carvalho,376,125,2019,1,30,17,0,Avenida da Liberdade,0,0
queuing traffic,N101 (Rua De Santa Margarida),Avenida Central,498,162,2019,1,30,17,0,Avenida Central,0,0
queuing traffic,Avenida Central,N103 (N101),449,284,2019,1,30,18,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,322,524,2019,1,30,18,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,328,260,2019,1,30,18,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,381,190,2019,1,30,19,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,351,2019,1,30,19,0,Avenida Central,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),252,177,2019,1,31,9,0,Avenida Central,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),602,472,2019,1,31,17,0,Avenida Central,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,376,257,2019,1,31,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida da Liberdade,Avenida 31 de Janeiro / Rua Beato Miguel de Carvalho,287,264,2019,1,31,18,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),440,342,2019,1,31,19,0,Avenida Central,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,334,128,2019,2,1,9,0,Avenida Padre Júlio Fragata,0,0
queuing traffic,Avenida Central,Avenida General Norton De Matos (N101),252,183,2019,2,1,17,0,Avenida Central,0,0
stationary traffic,Avenida 31 de Janeiro / Largo da Senhora-a-Branca,Avenida da Liberdade,306,199,2019,2,1,17,0,Avenida da Liberdade,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),439,474,2019,2,1,18,0,Avenida Central,0,0
stationary traffic,Avenida Clemont Ferrand,Avenida Padre Júlio Fragata,370,283,2019,2,1,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),342,142,2019,2,1,19,0,Avenida Central,0,0
stationary traffic,Rua De Camoes (Rua De Santa Margarida),Avenida Central,196,200,2019,2,2,12,0,Avenida Central,0,0
stationary traffic,Avenida Central,N101 (Rua De Santa Margarida),453,247,2019,2,4,9,0,Avenida Central,0,0
stationary traffic,EM590 (N103),Rua Nova de Santa Cruz,398,438,2019,2,4,9,0,Rua Nova de Santa Cruz,0,0
stationary traffic,São Vítor,Avenida Padre Júlio Fragata,275,180,2019,2,4,18,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Rua Nova de Santa Cruz,Avenida João Paulo II,147,124,2019,2,4,18,0,Avenida João Paulo II,0,0
stationary traffic,Avenida Central,Avenida General Norton De Matos (N101),313,192,2019,2,4,19,0,Avenida Central,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida Padre Júlio Fragata,387,193,2019,2,4,19,0,Avenida Padre Júlio Fragata,0,0
stationary traffic,Avenida Padre Júlio Fragata,Avenida João Paulo II,281,274,2019,2,5,9,0,Avenida João Paulo II,0,0
stationary traffic,N101,Avenida Padre Júlio Fragata,205,135,2019,2,5,9,0,Avenida Padre Júlio Fragata,0,0
